ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
PRATT REBECCA 1955,PRATT REBECCA 1955-06-26,PRATT,REBECCA,1955-06-26,1955,1955-09-20,1955,1955-06-26,1955
PRATTE ERIN 1984,PRATTE ERIN 1984-06-30,PRATTE,ERIN,1984-06-30,1984,1984-09-28,1984,1984-06-30,1984
PREAST JAMES 1934,PREAST JAMES 1934-07-01,PREAST,JAMES,1934-07-01,1934,1935-04-27,1935,1934-07-01,1934
PRECISE NAVY 2020,PRECISE NAVY 2020-08-30,PRECISE,NAVY,2020-08-30,2020,2020-09-05,2020,2020-08-30,2020
PREDOVAN CELINA 1973,PREDOVAN CELINA 1973-12-18,PREDOVAN,CELINA,1973-12-18,1973,1974-10-23,1974,1973-12-18,1973
PREJEAN GRANT 1997,PREJEAN GRANT 1997-01-28,PREJEAN,GRANT,1997-01-28,1997,1997-02-07,1997,1997-01-28,1997
PREMOREL WILLIAM 1971,PREMOREL WILLIAM 1971-07-19,PREMOREL,WILLIAM,1971-07-19,1971,1971-11-14,1971,1971-07-19,1971
PRESCOTT TRACY 1962,PRESCOTT TRACY 1962-02-14,PRESCOTT,TRACY,1962-02-14,1962,1962-06-05,1962,1962-02-14,1962
PRESCOTT TRACY 1962,PRESCOTT TRACY 1962-02-14,PRESCOTT,TRACY,1962-02-14,1962,1962-12-03,1962,1962-02-14,1962
PRESLEY CHARLES 1973,PRESLEY CHARLES 1973-01-10,PRESLEY,CHARLES,1973-01-10,1973,1974-01-16,1974,1973-01-10,1973
PRESLEY SR DAVID 1957,PRESLEY SR DAVID 1957-12-16,PRESLEY SR,DAVID,1957-12-16,1957,1958-02-07,1958,1957-12-16,1957
PRESSLEY ANN 1942,PRESSLEY ANN 1942-09-07,PRESSLEY,ANN,1942-09-07,1942,1943-04-10,1943,1942-09-07,1942
PRESSLEY CIERRA 1987,PRESSLEY CIERRA 1987-12-02,PRESSLEY,CIERRA,1987-12-02,1987,1987-12-22,1987,1987-12-02,1987
PRESSLEY ANN 1942,PRESSLEY ANN 1942-09-07,PRESSLEY,ANN,1942-09-07,1942,1943-06-12,1943,1942-09-07,1942
PRESSLEY JR CHARLES 1973,PRESSLEY JR CHARLES 1973-01-04,PRESSLEY JR,CHARLES,1973-01-04,1973,1973-03-25,1973,1973-01-04,1973
PRESSSLEY CIERA 1987,PRESSSLEY CIERA 1987-12-05,PRESSSLEY,CIERA,1987-12-05,1987,1988-11-30,1988,1987-12-05,1987
PRETINO PAULA 1976,PRETINO PAULA 1976-09-17,PRETINO,PAULA,1976-09-17,1976,1977-04-04,1977,1976-09-17,1976
PREWETT ALLEN 1941,PREWETT ALLEN 1941-07-06,PREWETT,ALLEN,1941-07-06,1941,1941-08-22,1941,1941-07-06,1941
PREWETT CAROLINE 1940,PREWETT CAROLINE 1940-04-04,PREWETT,CAROLINE,1940-04-04,1940,1940-09-17,1940,1940-04-04,1940
PREWETT PATRICIA 1940,PREWETT PATRICIA 1940-11-24,PREWETT,PATRICIA,1940-11-24,1940,1941-03-29,1941,1940-11-24,1940
PREYSS ROBERT 1946,PREYSS ROBERT 1946-06-26,PREYSS,ROBERT,1946-06-26,1946,1947-04-22,1947,1946-06-26,1946
PREZEAU MARIOLINA 1970,PREZEAU MARIOLINA 1970-04-28,PREZEAU,MARIOLINA,1970-04-28,1970,1970-08-18,1970,1970-04-28,1970
PRICE COREY 1989,PRICE COREY 1989-07-31,PRICE,COREY,1989-07-31,1989,1989-08-08,1989,1989-07-31,1989
PRICE ED 1932,PRICE ED 1932-04-15,PRICE,ED,1932-04-15,1932,1933-02-03,1933,1932-04-15,1932
PRICE ERNEST 1946,PRICE ERNEST 1946-05-05,PRICE,ERNEST,1946-05-05,1946,1946-09-25,1946,1946-05-05,1946
PRICE JEROME 1969,PRICE JEROME 1969-09-29,PRICE,JEROME,1969-09-29,1969,1969-11-11,1969,1969-09-29,1969
PRICE JOANN 1932,PRICE JOANN 1932-07-01,PRICE,JOANN,1932-07-01,1932,1933-01-24,1933,1932-07-01,1932
PRICE PEGGY 1933,PRICE PEGGY 1933-12-03,PRICE,PEGGY,1933-12-03,1933,1934-10-12,1934,1933-12-03,1933
PRICE SYLVESTER 1957,PRICE SYLVESTER 1957-02-11,PRICE,SYLVESTER,1957-02-11,1957,1958-01-16,1958,1957-02-11,1957
PRICE YVONNE 1960,PRICE YVONNE 1960-08-13,PRICE,YVONNE,1960-08-13,1960,1960-09-17,1960,1960-08-13,1960
PRICE YVONNE 1960,PRICE YVONNE 1960-08-13,PRICE,YVONNE,1960-08-13,1960,1961-04-26,1961,1960-08-13,1960
PRICE ESSIE 1936,PRICE ESSIE 1936-07-29,PRICE,ESSIE,1936-07-29,1936,1937-08-05,1937,1936-07-29,1936
PRICE JOE 1980,PRICE JOE 1980-07-27,PRICE,JOE,1980-07-27,1980,1980-10-04,1980,1980-07-27,1980
PRICE LAURICE 2021,PRICE LAURICE 2021-08-04,PRICE,LAURICE,2021-08-04,2021,2021-08-04,2021,2021-08-04,2021
PRICE PEGGY 1933,PRICE PEGGY 1933-12-03,PRICE,PEGGY,1933-12-03,1933,1934-11-10,1934,1933-12-03,1933
PRICE WIN GORDON 1993,PRICE WIN GORDON 1993-11-06,PRICE,WIN GORDON,1993-11-06,1993,1993-12-26,1993,1993-11-06,1993
PRICE BILLIE 1962,PRICE BILLIE 1962-03-09,PRICE,BILLIE,1962-03-09,1962,1963-03-07,1963,1962-03-09,1962
PRICE BOYD 1946,PRICE BOYD 1946-07-07,PRICE,BOYD,1946-07-07,1946,1946-09-10,1946,1946-07-07,1946
PRICE BRENDA 1958,PRICE BRENDA 1958-11-28,PRICE,BRENDA,1958-11-28,1958,1959-11-20,1959,1958-11-28,1958
PRICE EDWARD 1936,PRICE EDWARD 1936-11-14,PRICE,EDWARD,1936-11-14,1936,1937-04-26,1937,1936-11-14,1936
PRICE KELLY 1973,PRICE KELLY 1973-04-04,PRICE,KELLY,1973-04-04,1973,1973-08-17,1973,1973-04-04,1973
PRICE CARLA 1967,PRICE CARLA 1967-12-08,PRICE,CARLA,1967-12-08,1967,1968-08-09,1968,1967-12-08,1967
PRICE JOHN 1962,PRICE JOHN 1962-02-20,PRICE,JOHN,1962-02-20,1962,1962-08-15,1962,1962-02-20,1962
PRICE MARTHA 1955,PRICE MARTHA 1955-09-23,PRICE,MARTHA,1955-09-23,1955,1956-08-17,1956,1955-09-23,1955
PRICE VIRGINA 1942,PRICE VIRGINA 1942-08-26,PRICE,VIRGINA,1942-08-26,1942,1943-05-24,1943,1942-08-26,1942
PRICHARD BETTY 1941,PRICHARD BETTY 1941-04-17,PRICHARD,BETTY,1941-04-17,1941,1942-04-07,1942,1941-04-17,1941
PRICHARD BETTY 1934,PRICHARD BETTY 1934-04-09,PRICHARD,BETTY,1934-04-09,1934,1935-03-17,1935,1934-04-09,1934
PRICHARD LISA 1963,PRICHARD LISA 1963-03-06,PRICHARD,LISA,1963-03-06,1963,1963-07-08,1963,1963-03-06,1963
PRIEST WANDA 1964,PRIEST WANDA 1964-08-20,PRIEST,WANDA,1964-08-20,1964,1965-02-20,1965,1964-08-20,1964
PRIETO ALBERTO 1957,PRIETO ALBERTO 1957-03-11,PRIETO,ALBERTO,1957-03-11,1957,1957-10-24,1957,1957-03-11,1957
PRILL ROGER 1954,PRILL ROGER 1954-11-20,PRILL,ROGER,1954-11-20,1954,1955-09-10,1955,1954-11-20,1954
PRIMACHUK EDWARD 1936,PRIMACHUK EDWARD 1936-10-24,PRIMACHUK,EDWARD,1936-10-24,1936,1937-09-09,1937,1936-10-24,1936
PRIMIANO NICHOLAS 1960,PRIMIANO NICHOLAS 1960-07-30,PRIMIANO,NICHOLAS,NULL,NULL,1960-07-30,1960,1960-07-30,1960
PRIMO ZACKARY 1998,PRIMO ZACKARY 1998-07-06,PRIMO,ZACKARY,1998-07-06,1998,1998-11-09,1998,1998-07-06,1998
PRINCE ALAN 1943,PRINCE ALAN 1943-08-03,PRINCE,ALAN,1943-08-03,1943,1944-07-16,1944,1943-08-03,1943
PRINCE ANGELA 1969,PRINCE ANGELA 1969-03-02,PRINCE,ANGELA,1969-03-02,1969,1969-08-16,1969,1969-03-02,1969
PRINCE DESIREE 2002,PRINCE DESIREE 2002-06-08,PRINCE,DESIREE,2002-06-08,2002,2002-09-07,2002,2002-06-08,2002
PRINCE LINDA 1956,PRINCE LINDA 1956-04-25,PRINCE,LINDA,1956-04-25,1956,1956-08-14,1956,1956-04-25,1956
PRINCE MINNA 1946,PRINCE MINNA 1946-12-26,PRINCE,MINNA,1946-12-26,1946,1947-06-14,1947,1946-12-26,1946
PRINCE MINNA 1946,PRINCE MINNA 1946-12-26,PRINCE,MINNA,1946-12-26,1946,1947-03-30,1947,1946-12-26,1946
PRINCE DESIREE 2002,PRINCE DESIREE 2002-06-08,PRINCE,DESIREE,2002-06-08,2002,2002-09-08,2002,2002-06-08,2002
PRINCE LYDIA 2019,PRINCE LYDIA 2019-05-18,PRINCE,LYDIA,2019-05-18,2019,2019-12-12,2019,2019-05-18,2019
PRINZI OLGA 1925,PRINZI OLGA 1925-04-20,PRINZI,OLGA,1925-04-20,1925,1925-09-05,1925,1925-04-20,1925
PRINZI OLGA 1925,PRINZI OLGA 1925-04-20,PRINZI,OLGA,1925-04-20,1925,1925-08-21,1925,1925-04-20,1925
PRIOLEAU EAUTILIA 1928,PRIOLEAU EAUTILIA 1928-10-11,PRIOLEAU,EAUTILIA,1928-10-11,1928,1929-05-16,1929,1928-10-11,1928
PRISCILLA MIOSI 1948,PRISCILLA MIOSI 1948-03-02,PRISCILLA,MIOSI,1948-03-02,1948,1948-10-11,1948,1948-03-02,1948
PRISCILLA FRANK 1946,PRISCILLA FRANK 1946-05-28,PRISCILLA,FRANK,1946-05-28,1946,1946-10-12,1946,1946-05-28,1946
PRITCHARD BETTY 1934,PRITCHARD BETTY 1934-04-09,PRITCHARD,BETTY,1934-04-09,1934,1935-02-05,1935,1934-04-09,1934
PRITCHETT MARY 1949,PRITCHETT MARY 1949-02-19,PRITCHETT,MARY,1949-02-19,1949,1949-04-26,1949,1949-02-19,1949
PRITCHETT TEANNA 1988,PRITCHETT TEANNA 1988-01-28,PRITCHETT,TEANNA,1988-01-28,1988,1988-08-25,1988,1988-01-28,1988
PROANO LUISE 1925,PROANO LUISE 1925-03-10,PROANO,LUISE,1925-03-10,1925,1925-11-27,1925,1925-03-10,1925
PROANO ANGELLICA 1929,PROANO ANGELLICA 1929-09-26,PROANO,ANGELLICA,1929-09-26,1929,1930-01-29,1930,1929-09-26,1929
PROFITT REBECCA 1952,PROFITT REBECCA 1952-02-11,PROFITT,REBECCA,1952-02-11,1952,1952-09-12,1952,1952-02-11,1952
PROPST DANNIE 1932,PROPST DANNIE 1932-10-14,PROPST,DANNIE,1932-10-14,1932,1933-07-19,1933,1932-10-14,1932
PROSHEK MAISIE 2021,PROSHEK MAISIE 2021-08-02,PROSHEK,MAISIE,2021-08-02,2021,2021-08-02,2021,2021-08-02,2021
PROSPERE JENNIFER 1989,PROSPERE JENNIFER 1989-03-22,PROSPERE,JENNIFER,1989-03-22,1989,1990-01-23,1990,1989-03-22,1989
PROSSER BARBARA 1952,PROSSER BARBARA 1952-08-29,PROSSER,BARBARA,1952-08-29,1952,1953-06-09,1953,1952-08-29,1952
PROTHRO BETTY 1951,PROTHRO BETTY 1951-12-28,PROTHRO,BETTY,1951-12-28,1951,1952-01-29,1952,1951-12-28,1951
PROTHRO BETTY 1951,PROTHRO BETTY 1951-12-28,PROTHRO,BETTY,1951-12-28,1951,1952-02-01,1952,1951-12-28,1951
PROWELL ROBIN 1952,PROWELL ROBIN 1952-01-15,PROWELL,ROBIN,1952-01-15,1952,1952-05-03,1952,1952-01-15,1952
PRUDNIKOV MARKO 1995,PRUDNIKOV MARKO 1995-11-03,PRUDNIKOV,MARKO,1995-11-03,1995,1996-03-27,1996,1995-11-03,1995
PRUE FASIE 1956,PRUE FASIE 1956-02-11,PRUE,FASIE,1956-02-11,1956,1956-11-16,1956,1956-02-11,1956
PRUE FASIE 1956,PRUE FASIE 1956-02-11,PRUE,FASIE,1956-02-11,1956,1957-02-14,1957,1956-02-11,1956
PRUETT DEBRA 1951,PRUETT DEBRA 1951-05-04,PRUETT,DEBRA,1951-05-04,1951,1952-01-20,1952,1951-05-04,1951
PRUIETT ASHLYN 1997,PRUIETT ASHLYN 1997-07-06,PRUIETT,ASHLYN,1997-07-06,1997,1997-09-25,1997,1997-07-06,1997
PRUITT WALTER 1932,PRUITT WALTER 1932-12-23,PRUITT,WALTER,1932-12-23,1932,1933-03-01,1933,1932-12-23,1932
PRUITT CAROLINE 1940,PRUITT CAROLINE 1940-04-04,PRUITT,CAROLINE,1940-04-04,1940,1940-09-18,1940,1940-04-04,1940
PRUITT CHELESEA 1991,PRUITT CHELESEA 1991-09-12,PRUITT,CHELESEA,1991-09-12,1991,1991-12-19,1991,1991-09-12,1991
PRUITT HEDWIG 1950,PRUITT HEDWIG 1950-07-02,PRUITT,HEDWIG,1950-07-02,1950,1950-08-03,1950,1950-07-02,1950
PRUITT HEDWIG 1950,PRUITT HEDWIG 1950-07-02,PRUITT,HEDWIG,1950-07-02,1950,1950-08-29,1950,1950-07-02,1950
PRUITT GENEVEVE 1939,PRUITT GENEVEVE 1939-09-08,PRUITT,GENEVEVE,1939-09-08,1939,1940-03-20,1940,1939-09-08,1939
PRUITT ASHLEY 1997,PRUITT ASHLEY 1997-07-06,PRUITT,ASHLEY,1997-07-06,1997,1997-09-28,1997,1997-07-06,1997
PRUITT BLACK JESSE 1999,PRUITT BLACK JESSE 1999-02-11,PRUITT BLACK,JESSE,1999-02-11,1999,1999-08-23,1999,1999-02-11,1999
PRYCE MACHAELIA 2002,PRYCE MACHAELIA 2002-04-13,PRYCE,MACHAELIA,2002-04-13,2002,2002-04-24,2002,2002-04-13,2002
PRYCE MACHAELIA 2002,PRYCE MACHAELIA 2002-04-13,PRYCE,MACHAELIA,2002-04-13,2002,2003-04-05,2003,2002-04-13,2002
PRYCE MACHALIA 2002,PRYCE MACHALIA 2002-04-13,PRYCE,MACHALIA,2002-04-13,2002,2003-02-07,2003,2002-04-13,2002
PSHENICHENKO NATALIA 1963,PSHENICHENKO NATALIA 1963-06-02,PSHENICHENKO,NATALIA,1963-06-02,1963,1964-02-11,1964,1963-06-02,1963
PSILOS HAVANA 2021,PSILOS HAVANA 2021-03-08,PSILOS,HAVANA,2021-03-08,2021,2021-03-12,2021,2021-03-08,2021
PUCCIARELLI DANA 1960,PUCCIARELLI DANA 1960-08-05,PUCCIARELLI,DANA,1960-08-05,1960,1961-05-27,1961,1960-08-05,1960
PUDELSKI ANNELIESE 1935,PUDELSKI ANNELIESE 1935-07-04,PUDELSKI,ANNELIESE,1935-07-04,1935,1935-09-30,1935,1935-07-04,1935
PUDELSKI ANNELIESE 1935,PUDELSKI ANNELIESE 1935-07-04,PUDELSKI,ANNELIESE,1935-07-04,1935,1935-08-22,1935,1935-07-04,1935
PUDELSKI ELMO 1934,PUDELSKI ELMO 1934-05-02,PUDELSKI,ELMO,1934-05-02,1934,1934-10-18,1934,1934-05-02,1934
PUERTO DANILIA 1998,PUERTO DANILIA 1998-11-26,PUERTO,DANILIA,1998-11-26,1998,1999-08-13,1999,1998-11-26,1998
PUFF MARY ANN 1938,PUFF MARY ANN 1938-06-27,PUFF,MARY ANN,1938-06-27,1938,1939-05-29,1939,1938-06-27,1938
PUGA NESTOR 1984,PUGA NESTOR 1984-12-26,PUGA,NESTOR,1984-12-26,1984,1985-08-17,1985,1984-12-26,1984
PUGH BAILEY 1999,PUGH BAILEY 1999-12-16,PUGH,BAILEY,1999-12-16,1999,2000-10-13,2000,1999-12-16,1999
PUGH NADINE 1960,PUGH NADINE 1960-07-07,PUGH,NADINE,1960-07-07,1960,1961-02-07,1961,1960-07-07,1960
PUGH TERRY 1933,PUGH TERRY 1933-11-28,PUGH,TERRY,1933-11-28,1933,1934-07-14,1934,1933-11-28,1933
PUGH BRENDA 1947,PUGH BRENDA 1947-11-04,PUGH,BRENDA,1947-11-04,1947,1948-02-03,1948,1947-11-04,1947
PUGH JESSIE 1950,PUGH JESSIE 1950-08-14,PUGH,JESSIE,1950-08-14,1950,1951-02-01,1951,1950-08-14,1950
PUHEK JAMES 1968,PUHEK JAMES 1968-12-24,PUHEK,JAMES,1968-12-24,1968,1969-08-11,1969,1968-12-24,1968
PULLANDAM SHILPA 1985,PULLANDAM SHILPA 1985-07-23,PULLANDAM,SHILPA,1985-07-23,1985,1986-04-28,1986,1985-07-23,1985
PULLIAM CHRISTY 1963,PULLIAM CHRISTY 1963-03-16,PULLIAM,CHRISTY,1963-03-16,1963,1963-05-05,1963,1963-03-16,1963
PULLIAM CHRISTY 1963,PULLIAM CHRISTY 1963-03-16,PULLIAM,CHRISTY,1963-03-16,1963,1963-10-15,1963,1963-03-16,1963
PULLUMS JACQUELINE 1958,PULLUMS JACQUELINE 1958-07-03,PULLUMS,JACQUELINE,1958-07-03,1958,1959-02-02,1959,1958-07-03,1958
PUMPHREY GERTRUE 1940,PUMPHREY GERTRUE 1940-02-29,PUMPHREY,GERTRUE,1940-02-29,1940,1940-10-29,1940,1940-02-29,1940
PUNCHAK SHARON 1944,PUNCHAK SHARON 1944-10-11,PUNCHAK,SHARON,1944-10-11,1944,1945-10-07,1945,1944-10-11,1944
PUNTEL ERICA 1978,PUNTEL ERICA 1978-05-18,PUNTEL,ERICA,1978-05-18,1978,1978-06-16,1978,1978-05-18,1978
PURCELL SHARON 1973,PURCELL SHARON 1973-09-24,PURCELL,SHARON,1973-09-24,1973,1973-12-05,1973,1973-09-24,1973
PURDY HENRY 1999,PURDY HENRY 1999-07-29,PURDY,HENRY,1999-07-29,1999,2000-04-05,2000,1999-07-29,1999
PURE KELIE 1994,PURE KELIE 1994-03-07,PURE,KELIE,1994-03-07,1994,1995-01-15,1995,1994-03-07,1994
PURE KELSIE 1994,PURE KELSIE 1994-03-07,PURE,KELSIE,1994-03-07,1994,1994-03-26,1994,1994-03-07,1994
PURE KELSIE 1994,PURE KELSIE 1994-03-07,PURE,KELSIE,1994-03-07,1994,1994-03-20,1994,1994-03-07,1994
PURI OM 1935,PURI OM 1935-04-24,PURI,OM,1935-04-24,1935,1936-03-22,1936,1935-04-24,1935
PUROHIT MAHAVIR 1952,PUROHIT MAHAVIR 1952-04-07,PUROHIT,MAHAVIR,1952-04-07,1952,1952-11-11,1952,1952-04-07,1952
PURSELL JERALD 1946,PURSELL JERALD 1946-10-24,PURSELL,JERALD,1946-10-24,1946,1947-05-25,1947,1946-10-24,1946
PURSER KEITH 1955,PURSER KEITH 1955-09-03,PURSER,KEITH,1955-09-03,1955,1956-08-12,1956,1955-09-03,1955
PURSEWELL KATHY 1955,PURSEWELL KATHY 1955-09-01,PURSEWELL,KATHY,1955-09-01,1955,1956-04-17,1956,1955-09-01,1955
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-02-06,1953,1952-11-15,1952
PURYEAR MELISSA 1966,PURYEAR MELISSA 1966-11-04,PURYEAR,MELISSA,1966-11-04,1966,1966-11-18,1966,1966-11-04,1966
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-02-04,1953,1952-11-15,1952
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-02-13,1953,1952-11-15,1952
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-02-20,1953,1952-11-15,1952
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-03-27,1953,1952-11-15,1952
PURYEAR MELYSSA 1966,PURYEAR MELYSSA 1966-11-04,PURYEAR,MELYSSA,1966-11-04,1966,1966-11-18,1966,1966-11-04,1966
PURYEAR CHARLENE 1952,PURYEAR CHARLENE 1952-11-15,PURYEAR,CHARLENE,1952-11-15,1952,1953-02-05,1953,1952-11-15,1952
PUSEY SHEABA 2001,PUSEY SHEABA 2001-02-16,PUSEY,SHEABA,2001-02-16,2001,2001-11-12,2001,2001-02-16,2001
PUTNAM LINDA 1946,PUTNAM LINDA 1946-08-19,PUTNAM,LINDA,1946-08-19,1946,1947-02-14,1947,1946-08-19,1946
PUTNUM STACEY 1992,PUTNUM STACEY 1992-09-16,PUTNUM,STACEY,1992-09-16,1992,1992-11-09,1992,1992-09-16,1992
PUTTER JUTTA 1934,PUTTER JUTTA 1934-02-04,PUTTER,JUTTA,1934-02-04,1934,1934-11-08,1934,1934-02-04,1934
PYE DAVID 1956,PYE DAVID 1956-07-13,PYE,DAVID,1956-07-13,1956,1956-10-27,1956,1956-07-13,1956
PYLE TANYA 1989,PYLE TANYA 1989-01-18,PYLE,TANYA,1989-01-18,1989,1989-12-01,1989,1989-01-18,1989
PYLES GARRETT 1977,PYLES GARRETT 1977-04-21,PYLES,GARRETT,1977-04-21,1977,1977-08-02,1977,1977-04-21,1977
PYLES KAREN 1953,PYLES KAREN 1953-08-05,PYLES,KAREN,1953-08-05,1953,1954-04-11,1954,1953-08-05,1953
QUAILE ALBERTA 1942,QUAILE ALBERTA 1942-12-25,QUAILE,ALBERTA,1942-12-25,1942,1943-11-17,1943,1942-12-25,1942
QUAILE ALBERTA 1942,QUAILE ALBERTA 1942-12-25,QUAILE,ALBERTA,1942-12-25,1942,1943-10-16,1943,1942-12-25,1942
QUARLES FREDRICK 1952,QUARLES FREDRICK 1952-03-11,QUARLES,FREDRICK,1952-03-11,1952,1952-04-27,1952,1952-03-11,1952
QUARLES MICHAEL 1937,QUARLES MICHAEL 1937-05-21,QUARLES,MICHAEL,1937-05-21,1937,1937-10-01,1937,1937-05-21,1937
QUARLES JENNIFER 1956,QUARLES JENNIFER 1956-07-23,QUARLES,JENNIFER,1956-07-23,1956,1957-07-29,1957,1956-07-23,1956
QUARRELL TRISTAN 1989,QUARRELL TRISTAN 1989-09-17,QUARRELL,TRISTAN,1989-09-17,1989,1990-07-22,1990,1989-09-17,1989
QUASHIE SAYDRA 1994,QUASHIE SAYDRA 1994-07-20,QUASHIE,SAYDRA,1994-07-20,1994,1995-04-10,1995,1994-07-20,1994
QUATTLEBAUM KEELIE 1999,QUATTLEBAUM KEELIE 1999-11-24,QUATTLEBAUM,KEELIE,1999-11-24,1999,2000-09-14,2000,1999-11-24,1999
QUEEN LISA 1962,QUEEN LISA 1962-03-08,QUEEN,LISA,1962-03-08,1962,1962-06-19,1962,1962-03-08,1962
QUEEN ALLAN 1965,QUEEN ALLAN 1965-07-08,QUEEN,ALLAN,1965-07-08,1965,1966-07-03,1966,1965-07-08,1965
QUENEL KRISTEN 1980,QUENEL KRISTEN 1980-10-21,QUENEL,KRISTEN,1980-10-21,1980,1981-08-17,1981,1980-10-21,1980
QUENELL CHRISTINE 1980,QUENELL CHRISTINE 1980-10-21,QUENELL,CHRISTINE,1980-10-21,1980,1981-09-15,1981,1980-10-21,1980
QUICK SIA 1999,QUICK SIA 1999-04-12,QUICK,SIA,1999-04-12,1999,1999-05-04,1999,1999-04-12,1999
QUICK SKILER 1997,QUICK SKILER 1997-11-08,QUICK,SKILER,1997-11-08,1997,1998-06-04,1998,1997-11-08,1997
QUIGGLE SCOTT 1956,QUIGGLE SCOTT 1956-10-07,QUIGGLE,SCOTT,1956-10-07,1956,1957-03-16,1957,1956-10-07,1956
QUIGLEY BYRON 1973,QUIGLEY BYRON 1973-08-21,QUIGLEY,BYRON,1973-08-21,1973,1974-01-21,1974,1973-08-21,1973
QUIJANO JENNY 1998,QUIJANO JENNY 1998-12-08,QUIJANO,JENNY,1998-12-08,1998,1999-07-21,1999,1998-12-08,1998
QUINCE LISA 1968,QUINCE LISA 1968-08-22,QUINCE,LISA,1968-08-22,1968,1969-08-13,1969,1968-08-22,1968
QUINLAN FELIX 1988,QUINLAN FELIX 1988-07-15,QUINLAN,FELIX,1988-07-15,1988,1988-09-12,1988,1988-07-15,1988
QUINN ERIC 1959,QUINN ERIC 1959-10-29,QUINN,ERIC,1959-10-29,1959,1960-02-24,1960,1959-10-29,1959
QUINN BENNIE 1965,QUINN BENNIE 1965-07-11,QUINN,BENNIE,1965-07-11,1965,1966-01-08,1966,1965-07-11,1965
QUINN JAMES 1964,QUINN JAMES 1964-01-24,QUINN,JAMES,1964-01-24,1964,1964-12-30,1964,1964-01-24,1964
QUINONES BRIAN 1989,QUINONES BRIAN 1989-08-29,QUINONES,BRIAN,1989-08-29,1989,1990-02-23,1990,1989-08-29,1989
QUINONES-DELIZ SEBASTIAN 2021,QUINONES-DELIZ SEBASTIAN 2021-01-29,QUINONES-DELIZ,SEBASTIAN,2021-01-29,2021,2021-01-29,2021,2021-01-29,2021
QUINTANILLA ALBA 1990,QUINTANILLA ALBA 1990-12-12,QUINTANILLA,ALBA,1990-12-12,1990,1991-08-02,1991,1990-12-12,1990
QUINTIA LILIA 1982,QUINTIA LILIA 1982-11-23,QUINTIA,LILIA,1982-11-23,1982,1983-09-22,1983,1982-11-23,1982
QUIROZ TANYA 1981,QUIROZ TANYA 1981-07-19,QUIROZ,TANYA,1981-07-19,1981,1981-09-03,1981,1981-07-19,1981
QUITIQUIT COLE 1992,QUITIQUIT COLE 1992-03-05,QUITIQUIT,COLE,1992-03-05,1992,1992-03-26,1992,1992-03-05,1992
QUITMAN MYA 2007,QUITMAN MYA 2007-05-07,QUITMAN,MYA,2007-05-07,2007,2007-10-04,2007,2007-05-07,2007
RAAB HERBERT 1930,RAAB HERBERT 1930-09-27,RAAB,HERBERT,1930-09-27,1930,1931-09-06,1931,1930-09-27,1930
RAAB HERBERT 1930,RAAB HERBERT 1930-09-27,RAAB,HERBERT,1930-09-27,1930,1930-11-29,1930,1930-09-27,1930
RAABE ANGELYN 1982,RAABE ANGELYN 1982-06-28,RAABE,ANGELYN,1982-06-28,1982,1983-01-18,1983,1982-06-28,1982
RAACK MARLENE 1932,RAACK MARLENE 1932-05-15,RAACK,MARLENE,1932-05-15,1932,1932-10-20,1932,1932-05-15,1932
RABBANI SEERAT 2000,RABBANI SEERAT 2000-06-12,RABBANI,SEERAT,2000-06-12,2000,2001-05-10,2001,2000-06-12,2000
RACE CHARLINE 1929,RACE CHARLINE 1929-12-19,RACE,CHARLINE,1929-12-19,1929,1930-06-09,1930,1929-12-19,1929
RACE ETHAN 2017,RACE ETHAN 2017-03-04,RACE,ETHAN,2017-03-04,2017,2017-05-25,2017,2017-03-04,2017
RACE OLIVER 1928,RACE OLIVER 1928-06-03,RACE,OLIVER,1928-06-03,1928,1928-12-11,1928,1928-06-03,1928
RACE CHARLINE 1929,RACE CHARLINE 1929-12-19,RACE,CHARLINE,1929-12-19,1929,1930-01-18,1930,1929-12-19,1929
RACHELS RONALD 1941,RACHELS RONALD 1941-05-10,RACHELS,RONALD,1941-05-10,1941,1941-12-30,1941,1941-05-10,1941
RADATZ JOYCE 1932,RADATZ JOYCE 1932-05-29,RADATZ,JOYCE,1932-05-29,1932,1932-09-27,1932,1932-05-29,1932
RADDING JIN SUK 1951,RADDING JIN SUK 1951-05-08,RADDING,JIN SUK,1951-05-08,1951,1951-05-26,1951,1951-05-08,1951
RADFORD LARRY 1947,RADFORD LARRY 1947-03-11,RADFORD,LARRY,1947-03-11,1947,1947-06-15,1947,1947-03-11,1947
RADILLO KARLA 1997,RADILLO KARLA 1997-06-20,RADILLO,KARLA,1997-06-20,1997,1998-05-11,1998,1997-06-20,1997
